LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Administration Services/Fleet Management Division,Supplies - Fleet Parts,,,,1217068.2,1337482.98,1217936.25,1375858.0,1350000.0,3
General Fund,Administration Services/Fleet Management Division,Supplies - Uniforms,,,,7351.63,10078.07,6828.19,16667.0,13000.0,3
General Fund,Administration Services/Fleet Management Division,Group Insurance Expense,,,,94057.0,124943.0,124943.0,124943.0,139440.0,3
General Fund,Administration Services/Fleet Management Division,Fleet Fuel Charges,,,,0.0,0.0,1302519.14,1193800.0,50000.0,3
General Fund,Administration Services/Fleet Management Division,Supplies - Other,,,,47569.98,25844.58,28459.56,26895.0,28000.0,3
General Fund,Administration Services/Fleet Management Division,Fleet Maintenance Charges,,,,0.0,47.01,15374.02,6200.0,15000.0,3
General Fund,Administration Services/Fleet Management Division,Mach & Equipment,,,,13155.71,13414.26,0.0,110500.0,0.0,3
General Fund,Administration Services/Fleet Management Division,Electricity,,,,18940.72,23641.55,21136.49,17253.0,21000.0,3
General Fund,Administration Services/Fleet Management Division,Electricity CNG,,,,1689.08,0.0,4676.89,11120.0,15000.0,3
General Fund,Administration Services/Fleet Management Division,All Other Expenses,,,,17041.339999999997,14455.859999999999,16330.559999999998,20634.0,22062.0,3
General Fund,Administration Services/Fleet Management Division,Natural Gas,,,,9936.77,7267.88,5724.64,8000.0,8000.0,3
General Fund,Administration Services/Fleet Management Division,Materials - CNG,,,,3376.67,17821.66,0.0,32000.0,0.0,3
General Fund,Administration Services/Fleet Management Division,Materials,,,,729.95,9611.94,7527.95,62.0,0.0,3
General Fund,Administration Services/Fleet Management Division,Training,,,,2585.69,13195.9,17098.15,18131.0,12000.0,3
General Fund,Administration Services/Fleet Management Division,Fleet Fuel Charges,,,,0.0,0.0,8731.62,9486.0,11000.0,3
General Fund,Administration Services/Fleet Management Division,Fleet Maintenance Charges,,,,9804.05,32288.99,23255.16,31649.0,23000.0,3
General Fund,Administration Services/Fleet Management Division,Employer - LGERS,,,,23267.31,35593.95,39755.52,39602.0,40971.0,3
General Fund,Administration Services/Fleet Management Division,Supplies - Fleet Bench Stock,,,,0.0,0.0,32816.86,27133.0,35000.0,3
General Fund,Administration Services/Fleet Management Division,FICA Tax Expense,,,,40902.2,48242.71,46931.48,46749.0,48922.0,3
General Fund,Administration Services/Fleet Management Division,Employer - 401(K),,,,23944.36,27895.32,28723.63,29276.0,28975.0,3
General Fund,Administration Services/Fleet Management Division,Cost Transfers,,,,-1982036.3,-2172578.25,-2234295.31,-2546390.0,-2300000.0,3
General Fund,Administration Services/Fleet Management Division,CNG Excise Tax,,,,-728.06,-2178.28,21060.19,3453.0,5000.0,3
General Fund,Administration Services/Fleet Management Division,Gas Excise Tax,,,,52984.57,18800.17,106320.08,109107.0,20000.0,3
General Fund,Administration Services/Fleet Management Division,Contracted Services,,,,6123.53,6969.93,37545.99,24037.0,8400.0,3
General Fund,Administration Services/Fleet Management Division,Professional Services,,,,17.5,0.0,7659.23,2850.0,0.0,3
General Fund,Administration Services/Fleet Management Division,Water and Sewer,,,,0.0,0.0,8774.19,8518.0,9000.0,3
General Fund,Administration Services/Fleet Management Division,Compensation - Full Time Reg,,,,471886.86,526379.98,531109.03,524737.0,551739.0,3
General Fund,Administration Services/Fleet Management Division,Maint & Repair - Equipment,,,,13104.5,7522.16,22498.53,16150.0,15000.0,3
General Fund,Administration Services/Fleet Management Division,Compensation - Overtime,,,,35346.18,37898.5,53675.56,48932.0,25000.0,3
General Fund,Administration Services/Fleet Management Division,Maint & Repair - Buildings,,,,50.68,392.67,5463.92,64000.0,5000.0,3
General Fund,Administration Services/Fleet Management Division,Compensation - Temp/Seasonal,,,,57796.49,80011.45,55033.4,65188.0,60000.0,3
General Fund,Administration Services/Fleet Management Division,Cost Transfers,,,,0.0,0.0,-1502606.16,-1200000.0,-65000.0,3
General Fund,Administration Services/Fleet Management Division Total,,,,,185966.60999999978,245043.9899999997,61007.7599999998,266540.0,195509.0,2
General Fund,Finance/Budget Division,Group Insurance Expense,,,,20155.0,26774.0,31774.0,17576.0,27888.0,3
General Fund,Finance/Budget Division,Employer - 401(K),,,,7144.14,6233.72,6236.1,6718.0,9374.0,3
General Fund,Finance/Budget Division,Compensation - Full Time Reg,,,,142881.95,124673.15,124720.86,127985.0,187479.0,3
General Fund,Finance/Budget Division,All Other Expenses,,,,6098.2699999999995,9478.94,5854.13,7484.0,8640.0,3
General Fund,Finance/Budget Division,Employer - LGERS,,,,6954.54,7948.51,8580.79,8960.0,13255.0,3
General Fund,Finance/Budget Division,FICA Tax Expense,,,,10559.63,9392.1,8839.21,10333.0,14342.0,3
General Fund,Finance/Budget Division Total,,,,,193793.53000000003,184500.42,186005.09,179056.0,260978.0,2
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,0.0,22862.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,120548.67,12186.72,2719.0,677.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,23708.7,45643.68,49777.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,20722.23,41422.82,39900.0,44075.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,598.57,4731.52,5808.36,12000.0,9000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,0.0,2250.0,8500.0,15847.0,2947.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - LGERS,,,,0.0,3638.4,7203.27,5338.0,8300.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,0.0,4051.69,7424.98,5890.0,8981.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,19493.0,19493.0,16268.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,27683.0,27683.0,9296.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,1441.97,68463.44,0.0,37341.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,0.0,8832.0,23240.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,58.73,6972.14,10726.31,5000.0,8500.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,6895.05,11405.92,17138.0,17863.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,0.0,3497.52,10518.41,10832.0,11500.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,22975.0,22975.0,29050.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,0.0,2789.65,9547.7,18571.0,14140.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rental/Lease,,,,0.0,1681.54,1446.75,8500.0,3500.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,0.0,12608.75,28893.6,19973.0,726.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Maintenance and Repairs,,,,0.0,464.01,494.1,0.0,39371.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,52188.63,104362.85,44355.0,45621.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,0.0,0.0,9639.36,917.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - 401(K),,,,0.0,1756.09,6252.35,12182.0,8992.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - LGERS,,,,0.0,2263.13,8603.07,16674.0,12714.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,0.0,24360.76,52212.3,55700.0,58749.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,15395.0,15395.0,19754.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,28968.0,28968.0,31374.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,10311.0,10311.0,9296.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,814.27,20523.86,35651.35,30974.0,24700.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,12829.0,12829.0,23240.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,106802.32,49679.27,398.65,670.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,4764.0,7886.0,1372.0,18265.0,5400.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - LGERS,,,,301907.02,36623.66,-64.34,588.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Materials,,,,0.0,5834.66,28160.69,18172.0,28000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,37851.59,70425.5,52500.0,78097.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Fleet Maintenance Charges,,,,10519.22,243.3,2503.42,803.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,All Other Expenses,,,,21894.17,147579.80000000002,267321.01999999996,299929.0,283979.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - 401(K),,,,58856.24,28824.28,-53.86,458.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,0.0,783.53,26036.78,21716.0,22000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,4149.58,81759.44,80000.0,82330.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,18756.79,33303.12,25000.0,39299.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,22629.81,43576.49,43482.0,37968.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,13581.94,28566.82,27201.0,32154.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,24406.63,43636.25,41524.0,42203.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,16619.33,11342.82,1500.0,19500.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,0.0,11698.11,26476.53,15000.0,16000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,26337.0,26337.0,20916.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,15973.0,15973.0,5810.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,7.0,27688.0,23238.0,25564.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,8173.0,12623.0,13944.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,17170.33,36928.17,39576.0,37651.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,28534.0,28534.0,27888.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,12228.54,10959.89,-798.42,4077.0,6671.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,10355.43,23040.85,44361.0,45652.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,12027.0,12027.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,268656.0,290015.0,0.0,653.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,8213.0,8213.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,0.0,4052.48,6270.88,11175.0,7006.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,1471.21,4841.69,5681.21,7650.0,6000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,10859.0,10859.0,9296.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - LGERS,,,,0.0,3520.15,5959.6,9813.0,6475.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Group Insurance Expense,,,,0.0,0.0,14589.0,14589.0,9296.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,40758.78,61581.63,126139.0,70149.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,13843.81,24243.56,18000.0,21436.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - 401(K),,,,0.0,2748.76,4331.18,7536.0,4579.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,0.0,1138.24,14155.56,8256.0,8134.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,21372.24,32626.25,29996.59,37263.0,44600.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,111.04,7608.46,12947.78,18557.0,13000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rental/Lease,,,,6711.05,4163.82,3675.55,4500.0,9500.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Fleet Maintenance Charges,,,,0.0,16758.52,5340.35,4399.0,4346.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Bank Fees,,,,0.0,2432.23,3892.93,9500.0,5000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Training,,,,0.0,6538.07,14400.24,11496.0,11500.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,127.75,3084.98,11702.07,9600.0,5000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,0.0,842.4,4687.0,1564.0,9000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Overtime,,,,63362.99,9113.86,0.0,200.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,35121.54,125044.97,240000.0,179833.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,39047.0,75462.09,68700.0,78648.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,209168.71,93347.88,6258.72,7000.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,0.0,5732.37,11733.32,7436.0,7984.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,14251.27,27631.93,29250.0,34011.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,253479.76,127559.85,886.26,1656.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,FICA Tax Expense,,,,0.0,3829.8,7334.26,7631.0,8618.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,0.0,1353.0,1737.76,9316.0,8300.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Employer - LGERS,,,,0.0,3444.88,7152.08,6879.0,7965.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,0.0,0.0,9100.0,14290.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,30947.76,47804.54,55243.54,52500.0,86206.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,-160.0,12261.58,30537.61,32000.0,32362.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,0.0,0.0,549.01,16028.0,15440.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,0.0,1492.89,80100.0,80541.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Contracted Services,,,,372.0,58945.0,78173.84,100113.0,85000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Part Time,,,,119903.63,91202.44,-792.14,530.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Full Time Reg,,,,0.0,19792.53,39438.22,40793.0,41850.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Compensation - Temp/Seasonal,,,,0.0,2723.63,11077.59,11000.0,17000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Rental/Lease,,,,0.0,12143.2,15245.43,13032.0,24000.0,3
General Fund,Parks Rec & Cultural Arts/Recreation Division,Supplies - Other,,,,7073.7,10143.01,13929.1,13248.0,16248.0,3
